cliente_id,ciudad,plan,tipo_contrato,metodo_pago,antiguedad_meses,cargo_mensual,cargo_total,llamadas_soporte,tiene_fibra,satisfaccion,fecha_alta,pais,abandono
CLI-001477,Cali,Básico,Mes a mes,Efectivo,35,25.83,920.65,1,1,8.9,2022-09-25,Colombia,No
CLI-002716,Bogotá,Estándar,Mes a mes,Débito automático,33,57.23,1718.11,0,1,7.2,2020-06-30,Colombia,No
CLI-000233,Bogotá,Básico,Mes a mes,Transferencia,2,35.45,72.61,1,1,8.7,2020-10-08,Colombia,No
CLI-001956,Barranquilla,Estándar,Mes a mes,Tarjeta,29,71.64,2088.63,0,0,10.0,2019-02-27,Colombia,No
CLI-002443,Bogotá,Estándar,Un año,Transferencia,1,31.94,,2,0,9.0,2019-03-18,Colombia,No
CLI-002709,Barranquilla,Premium,Un año,Débito automático,52,67.65,3534.31,0,0,1.6,2019-01-15,Colombia,No
CLI-001091,Cali,Básico,Mes a mes,Transferencia,36,28.02,1059.9,2,1,6.1,2019-02-21,Colombia,No
CLI-001732,Bogotá,Básico,Mes a mes,Tarjeta,65,49.45,3495.75,2,1,6.6,2021-02-17,Colombia,No
CLI-001124,Medellín,Estándar,Mes a mes,Transferencia,18,78.5,1304.66,2,1,7.4,2021-09-23,Colombia,No
CLI-001581,Bogotá,Básico,Un año,Tarjeta,22,101.49,2231.16,1,1,6.6,2023-08-01,Colombia,Sí
CLI-001180,Cali,Básico,Mes a mes,Transferencia,2,55.37,121.09,0,1,6.7,2022-12-08,Colombia,No
CLI-000786,Bogotá,Básico,Dos años,Tarjeta,42,54.49,2216.7,1,1,7.9,2020-05-27,Colombia,No
CLI-002821,Cali,Básico,Mes a mes,Transferencia,39,105.21,4130.53,0,0,9.7,2022-03-21,Colombia,No
CLI-000174,Medellín,Básico,Un año,Transferencia,52,69.57,3632.15,3,1,6.0,2019-11-29,Colombia,No
CLI-000142,Cali,,Mes a mes,Tarjeta,16,98.32,1636.25,0,1,10.0,2021-08-02,Colombia,No
CLI-000205,Bogotá,Estándar,Un año,Débito automático,33,99.78,3153.53,1,1,5.3,2019-10-20,Colombia,No
CLI-002068,Bucaramanga,Premium,Mes a mes,Efectivo,65,36.91,2181.83,2,1,7.1,2022-12-03,Colombia,Sí
CLI-001293,Barranquilla,Estándar,Mes a mes,Débito automático,32,29.52,912.08,2,0,6.9,2022-09-29,Colombia,No
CLI-002079,Barranquilla,Estándar,Un año,Tarjeta,19,91.58,1704.71,1,1,7.2,2020-11-28,Colombia,No
CLI-001887,Barranquilla,Básico,Mes a mes,Efectivo,47,76.42,3709.35,2,1,8.5,2022-03-06,Colombia,Sí
CLI-002372,Bogotá,Básico,Mes a mes,Transferencia,59,123.59,7852.12,0,0,5.7,2021-09-14,Colombia,No
CLI-001981,Bogotá,Premium,Dos años,Tarjeta,47,119.56,5740.29,1,1,7.4,2021-10-26,Colombia,No
CLI-000682,Medellín,Estándar,Mes a mes,Tarjeta,10,61.7,573.64,1,1,5.6,2020-04-19,Colombia,Sí
CLI-002021,Bucaramanga,Básico,Mes a mes,Débito automático,22,57.53,1348.79,2,1,7.7,2022-06-10,Colombia,No
CLI-002221,Cali,Estándar,Mes a mes,Efectivo,68,54.17,3661.81,0,0,7.0,2022-09-20,Colombia,No
CLI-000846,Medellín,Básico,Un año,,1,57.67,54.11,0,0,4.4,2020-07-30,Colombia,No
CLI-000891,Bucaramanga,Básico,Mes a mes,Transferencia,8,86.29,685.9,0,1,5.5,2019-12-26,Colombia,Sí
CLI-001700,Cali,Básico,Dos años,Débito automático,69,52.54,3697.17,1,0,7.2,2023-05-13,Colombia,No
CLI-001833,Bogotá,Estándar,Mes a mes,Débito automático,42,57.63,2609.37,1,1,2.9,2022-04-13,Colombia,Sí
CLI-001822,Bogotá,Estándar,Mes a mes,Tarjeta,55,89.22,4776.18,3,1,9.6,2020-10-12,Colombia,No
CLI-000790,Bucaramanga,Básico,Mes a mes,Transferencia,1,99.14,94.85,1,0,9.5,2022-05-27,Colombia,Sí
CLI-002319,Barranquilla,Básico,Un año,Débito automático,61,68.22,4450.06,1,0,6.2,2020-09-02,Colombia,Sí
CLI-001486,Cali,Estándar,Un año,Débito automático,62,75.68,4298.21,2,1,6.1,2021-07-21,Colombia,No
CLI-001059,Cali,Estándar,Un año,Débito automático,31,83.88,2638.03,0,0,8.0,2019-05-27,Colombia,No
CLI-002950,Barranquilla,Estándar,Un año,Efectivo,37,27.56,1059.28,2,0,4.3,2019-02-18,Colombia,Sí
CLI-002509,Cali,Estándar,Dos años,Tarjeta,29,54.55,1631.42,2,1,4.6,2021-11-16,Colombia,No
CLI-000269,Cali,Estándar,Un año,Transferencia,44,71.83,2906.9,2,1,8.7,2021-10-02,Colombia,No
CLI-002248,Barranquilla,Básico,Mes a mes,Débito automático,13,84.92,1119.67,1,1,7.5,2020-10-12,Colombia,Sí
CLI-001509,Bogotá,Estándar,Dos años,Débito automático,62,120.79,8041.96,2,0,8.1,2021-09-29,Colombia,No
CLI-000512,Medellín,Estándar,Dos años,Tarjeta,53,62.33,3615.16,0,1,6.2,2022-06-16,Colombia,No
CLI-002188,Bogotá,,Mes a mes,Efectivo,19,60.17,1076.82,0,1,8.0,2022-03-24,Colombia,Sí
CLI-001662,Bogotá,Premium,Un año,Débito automático,44,74.64,3206.89,1,1,8.5,2022-11-18,Colombia,Sí
CLI-000101,Bogotá,Básico,Un año,Tarjeta,60,60.2,3480.94,0,1,6.5,2021-04-27,Colombia,No
CLI-000013,Bogotá,Básico,Mes a mes,Transferencia,53,69.66,3627.15,1,0,,2022-08-27,Colombia,No
CLI-000645,Medellín,Estándar,Mes a mes,Efectivo,55,63.01,3480.2,0,1,6.2,2020-05-17,Colombia,No
CLI-001627,Cali,Estándar,Un año,Efectivo,42,40.96,1649.1,0,0,8.0,2020-08-27,Colombia,No
CLI-000779,Bogotá,Estándar,Mes a mes,Débito automático,20,47.44,898.68,1,0,7.5,2019-05-22,Colombia,No
CLI-002497,Bogotá,Estándar,Mes a mes,Transferencia,57,51.0,3046.96,1,0,8.3,2021-05-01,Colombia,No
CLI-002090,Bogotá,Básico,Mes a mes,Débito automático,2,84.21,170.39,1,0,8.4,2023-03-29,Colombia,Sí
CLI-002914,Bogotá,Estándar,Dos años,Efectivo,17,114.29,1799.66,0,0,4.9,2023-03-10,Colombia,No
CLI-002178,Medellín,Estándar,Mes a mes,Tarjeta,35,103.41,3523.28,1,0,6.6,2020-03-02,Colombia,Sí
CLI-001378,Bogotá,Básico,Un año,Tarjeta,54,75.77,3684.7,2,1,8.6,2022-08-01,Colombia,No
CLI-001135,Cali,Básico,Mes a mes,Débito automático,44,29.8,1202.31,1,1,4.9,2021-01-10,Colombia,No
CLI-002479,Bogotá,Premium,Mes a mes,Tarjeta,6,71.7,472.69,0,1,,2020-05-01,Colombia,No
CLI-002995,Bogotá,Estándar,Mes a mes,Efectivo,55,84.75,4435.03,0,1,4.8,2022-01-04,Colombia,No
CLI-000021,Bogotá,Básico,Dos años,Tarjeta,36,81.25,3046.27,0,1,,2023-08-12,Colombia,No
CLI-000750,Cali,Estándar,Un año,Tarjeta,12,59.14,640.83,1,1,10.0,2020-08-22,Colombia,No
CLI-001083, bogotá ,Básico,Mes a mes,Efectivo,69,61.99,4185.26,4,1,10.0,2020-06-27,Colombia,Sí
CLI-000118,Bucaramanga,,Dos años,Transferencia,10,95.72,963.61,1,0,10.0,2020-01-23,Colombia,No
CLI-002962,Medellín,Estándar,Mes a mes,Tarjeta,30,89.13,2731.28,1,0,10.0,2022-11-24,Colombia,No
CLI-001676,Bogotá,Básico,Mes a mes,Transferencia,70,41.88,3077.89,1,0,7.1,2023-09-09,Colombia,No
CLI-001377,Barranquilla,Premium,Un año,Transferencia,69,83.86,5943.43,1,0,10.0,2023-06-26,Colombia,No
CLI-000564,Barranquilla,Básico,Mes a mes,Débito automático,13,68.26,969.9,1,1,3.6,2020-09-01,Colombia,No
CLI-002187,Bogotá,Básico,Mes a mes,Tarjeta,22,105.58,2194.25,4,1,,2019-07-02,Colombia,Sí
CLI-002101,Bogotá,Básico,Un año,Efectivo,65,87.94,5984.92,0,0,7.4,2023-05-03,Colombia,No
CLI-000491,Barranquilla,Estándar,Mes a mes,Transferencia,67,71.41,,1,1,8.7,2023-10-13,Colombia,No
CLI-000047,Bogotá,Básico,Mes a mes,Tarjeta,32,18.0,,1,0,7.1,2020-07-28,Colombia,No
CLI-000493,Cali,,Mes a mes,Tarjeta,54,25.59,1430.43,0,1,,2020-01-19,Colombia,No
CLI-001725,Bogotá,,Dos años,Efectivo,38,87.25,,3,0,3.4,2023-07-30,Colombia,No
CLI-002403,Medellín,,Un año,Tarjeta,53,40.41,2228.96,0,1,9.2,2020-12-09,Colombia,No
CLI-002390, bogotá ,Básico,Mes a mes,Efectivo,62,49.73,3102.32,0,0,,2021-11-12,Colombia,No
CLI-001464,Bogotá,Estándar,Mes a mes,Efectivo,4,53.89,,1,1,,2019-07-16,Colombia,No
CLI-002020,Medellín,Premium,Mes a mes,Transferencia,33,70.46,2180.13,3,1,6.2,2023-09-19,Colombia,No
CLI-000769,Bogotá,Básico,Mes a mes,Débito automático,10,124.65,1369.92,1,0,6.0,2022-01-01,Colombia,Sí
CLI-001410,Bogotá,Estándar,Mes a mes,Transferencia,21,84.31,1749.82,2,1,4.4,2023-05-29,Colombia,No
CLI-002742,Bucaramanga,Premium,Mes a mes,Tarjeta,7,20.27,146.13,0,1,6.7,2023-08-15,Colombia,Sí
CLI-001465,Medellín,Básico,Mes a mes,Tarjeta,61,53.09,3298.96,1,1,,2019-11-28,Colombia,No
CLI-002213,Medellín,Estándar,Dos años,Efectivo,43,84.18,3322.87,2,1,5.1,2021-10-29,Colombia,No
CLI-002016,Barranquilla,Básico,Un año,Débito automático,23,85.27,1827.4,1,0,6.9,2022-06-12,Colombia,No
CLI-002283,Medellín,Básico,Mes a mes,Efectivo,23,27.29,665.22,0,0,,2021-07-25,Colombia,No
CLI-003000,Bogotá,Premium,Un año,Débito automático,48,75.3,3507.5,1,1,9.1,2021-08-16,Colombia,No
CLI-001832,Bogotá,Básico,Un año,Tarjeta,68,76.93,5549.28,0,1,5.8,2020-12-03,Colombia,No
CLI-000565,Cali,Premium,Un año,Efectivo,64,36.66,2264.7,1,0,8.0,2023-10-21,Colombia,No
CLI-000610,Medellín,Básico,Dos años,Débito automático,61,65.1,3656.22,1,0,7.3,2019-07-01,Colombia,No
CLI-001160,Medellín,Estándar,Mes a mes,Efectivo,25,111.43,2855.5,0,0,6.7,2020-11-09,Colombia,Sí
CLI-002711,Barranquilla,Estándar,Mes a mes,Transferencia,5,96.54,485.57,3,0,6.8,2020-08-25,Colombia,Sí
CLI-001456,Bogotá,Básico,Dos años,Débito automático,5,118.61,546.5,1,1,4.8,2022-05-10,Colombia,Sí
CLI-002080,Medellín,,Mes a mes,,9,49.65,485.73,2,0,8.0,2021-08-24,Colombia,No
CLI-002217,Medellín,Básico,Mes a mes,Tarjeta,32,43.82,1407.57,1,1,,2022-06-16,Colombia,No
CLI-000577,Bogotá,Estándar,Dos años,Transferencia,66,58.44,3571.56,4,1,4.9,2019-07-26,Colombia,No
CLI-000627,Bucaramanga,Estándar,Un año,Efectivo,25,67.62,1599.43,1,1,6.6,2023-03-04,Colombia,No
CLI-002656,Bucaramanga,Premium,Un año,Transferencia,41,54.78,2080.72,2,0,9.7,2021-01-20,Colombia,No
CLI-001446,Cali,Estándar,Un año,Tarjeta,3,71.03,209.16,1,1,,2019-01-24,Colombia,No
CLI-002850,Barranquilla,Estándar,Mes a mes,Débito automático,26,18.0,472.5,1,1,5.6,2019-10-11,Colombia,No
CLI-002376,Medellín,Premium,Dos años,Tarjeta,71,77.05,5883.79,1,0,7.2,2020-10-18,Colombia,No
CLI-001611,Cali,Estándar,Mes a mes,Tarjeta,56,91.48,5053.3,2,0,4.0,2022-01-06,Colombia,No
CLI-002787,Bogotá,Premium,Un año,Tarjeta,21,75.38,1453.64,4,0,7.5,2021-08-20,Colombia,No
CLI-001233,Bogotá,Estándar,Dos años,Efectivo,69,68.42,4712.1,1,1,7.9,2019-06-05,Colombia,No
CLI-000756,Bogotá,Estándar,Mes a mes,Débito automático,32,70.35,2387.02,3,1,6.5,2020-07-13,Colombia,Sí
CLI-001767,Bogotá,Estándar,Mes a mes,Efectivo,36,47.14,1844.83,3,0,10.0,2021-07-21,Colombia,Sí
CLI-001609,Barranquilla,Estándar,Dos años,Efectivo,17,121.92,2055.16,0,0,6.0,2022-12-17,Colombia,No
CLI-001934,Barranquilla,Básico,Mes a mes,Efectivo,68,43.82,2813.2,2,0,7.4,2021-09-12,Colombia,No
CLI-000640,Bogotá,Básico,Dos años,Efectivo,68,108.59,7737.89,1,1,10.0,2023-09-24,Colombia,No
CLI-002189,Bogotá,Básico,Mes a mes,Débito automático,33,104.19,3630.57,3,1,,2019-03-01,Colombia,Sí
CLI-000044,Cali,Estándar,Mes a mes,Efectivo,26,78.26,1859.48,1,0,,2023-03-22,Colombia,No
CLI-000008,Bogotá,Básico,Mes a mes,Tarjeta,50,35.99,1632.0,3,1,6.7,2023-04-01,Colombia,No
CLI-002399,Bogotá,Básico,Mes a mes,Transferencia,18,59.8,1101.59,3,1,4.8,2022-03-06,Colombia,Sí
CLI-000739,Medellín,Estándar,Un año,Débito automático,53,64.62,3361.49,0,1,,2020-05-13,Colombia,No
CLI-000033,Medellín,Estándar,Un año,Transferencia,7,54.44,383.4,0,1,5.8,2021-03-21,Colombia,No
CLI-000471,Bogotá,Básico,Dos años,Transferencia,53,27.02,1570.51,0,1,6.4,2019-01-31,Colombia,No
CLI-000472,Bogotá,Premium,Un año,Débito automático,58,59.91,3539.78,3,1,7.4,2022-09-02,Colombia,No
CLI-000422,Bogotá,Básico,Un año,Transferencia,50,105.55,5400.56,1,0,4.7,2023-03-03,Colombia,No
CLI-001772,Bogotá,Premium,Un año,Tarjeta,27,107.75,3089.72,2,1,3.8,2022-02-11,Colombia,No
CLI-002290,Medellín,Estándar,Dos años,Efectivo,30,102.48,3282.57,1,1,6.1,2022-01-11,Colombia,No
CLI-002619,Medellín,Básico,Un año,Transferencia,47,60.11,2903.92,2,1,4.5,2023-03-24,Colombia,No
CLI-001550,Cali,Estándar,Un año,Débito automático,1,88.49,92.54,1,0,7.6,2022-05-29,Colombia,No
CLI-001789,Cali,Estándar,Un año,Débito automático,34,91.81,3412.26,0,1,,2023-03-30,Colombia,No
CLI-002419,Bucaramanga,Básico,Mes a mes,Tarjeta,21,37.45,835.81,2,1,9.0,2021-03-06,Colombia,No
CLI-002761,Bogotá,Estándar,Dos años,Débito automático,10,110.57,1205.88,1,1,4.5,2019-08-01,Colombia,No
CLI-001719,Bogotá,Básico,Mes a mes,Transferencia,30,85.68,,0,0,5.7,2019-05-20,Colombia,Sí
CLI-000906,Bogotá,Estándar,Un año,Transferencia,51,107.0,5718.48,1,1,5.2,2021-02-23,Colombia,No
CLI-000274,Bogotá,Premium,Dos años,Transferencia,69,33.95,2188.88,0,0,5.9,2021-04-25,Colombia,No
CLI-002871,Bogotá,Básico,Mes a mes,Transferencia,21,115.92,2609.87,2,1,6.2,2023-12-03,Colombia,Sí
CLI-001691,Bucaramanga,Básico,Mes a mes,Efectivo,55,76.76,4638.84,0,1,5.8,2020-10-18,Colombia,No
CLI-001241,Bogotá,,Mes a mes,Efectivo,37,91.43,3588.79,2,0,7.9,2019-02-11,Colombia,No
CLI-000465,Bogotá,Básico,Un año,Efectivo,1,68.62,68.76,1,1,3.7,2023-08-25,Colombia,Sí
CLI-001706,Barranquilla,Premium,Un año,Tarjeta,61,78.51,4555.05,0,0,6.7,2019-06-04,Colombia,No
CLI-001314,Bogotá,Básico,Mes a mes,Transferencia,61,65.91,3720.11,0,0,3.9,2021-11-01,Colombia,No
CLI-002766,Cali,Básico,Dos años,Tarjeta,38,80.47,2808.76,3,1,7.2,2023-05-21,Colombia,No
CLI-001594,Cali,Básico,Mes a mes,Efectivo,2,68.11,148.22,1,1,3.7,2023-07-31,Colombia,No
CLI-000668,Medellín,Estándar,Mes a mes,Débito automático,62,56.91,3284.46,0,1,6.0,2022-06-15,Colombia,No
CLI-000010,Cali,Estándar,Mes a mes,Efectivo,7,25.81,,2,1,8.1,2023-11-06,Colombia,No
CLI-002293,Bucaramanga,Estándar,Mes a mes,Tarjeta,17,65.55,1152.14,0,1,5.9,2020-03-15,Colombia,No
CLI-002797,Medellín,Básico,Dos años,Tarjeta,62,26.56,1562.31,1,1,7.4,2020-01-30,Colombia,No
CLI-001152,Barranquilla,Estándar,Mes a mes,Tarjeta,36,90.59,3315.54,1,0,,2022-08-04,Colombia,Sí
CLI-001455,Barranquilla,Premium,Mes a mes,Efectivo,41,78.93,3124.12,0,1,9.9,2021-04-02,Colombia,No
CLI-002353,Bucaramanga,Estándar,Un año,Efectivo,51,56.83,3049.59,0,1,8.9,2023-10-23,Colombia,No
CLI-001226,Bogotá,Básico,Un año,Efectivo,69,73.53,5150.04,2,1,8.6,2020-08-05,Colombia,No
CLI-002673,Bogotá,Estándar,Un año,Transferencia,61,78.74,4872.17,0,1,5.5,2022-04-30,Colombia,No
CLI-002249,Medellín,Premium,Mes a mes,Tarjeta,12,66.45,783.74,1,1,5.8,2021-01-23,Colombia,Sí
CLI-002631,Bucaramanga,Estándar,Un año,Débito automático,67,126.91,9204.54,0,1,7.9,2019-12-18,Colombia,No
CLI-002235,Medellín,Estándar,Un año,Efectivo,42,102.07,3923.84,2,1,5.5,2019-01-10,Colombia,No
CLI-001494,Bucaramanga,,Mes a mes,Efectivo,24,18.0,432.63,1,1,6.7,2019-09-25,Colombia,No
CLI-001514,Cali,Estándar,Mes a mes,Débito automático,24,55.4,1205.89,1,0,6.7,2023-03-24,Colombia,No
CLI-000049,Cali,Básico,Mes a mes,Débito automático,49,119.94,5494.68,1,1,5.6,2023-01-15,Colombia,No
CLI-002526,Medellín,Estándar,Un año,Efectivo,23,54.45,1342.27,1,0,8.7,2023-10-16,Colombia,No
CLI-001168,Bogotá,Básico,Dos años,Transferencia,29,106.66,2850.55,4,1,6.7,2023-09-25,Colombia,No
CLI-001263,Bucaramanga,Premium,Mes a mes,Transferencia,32,26.63,826.68,1,0,7.7,2022-03-01,Colombia,No
CLI-001733,Bogotá,Estándar,Dos años,Transferencia,50,72.16,3331.67,2,1,5.5,2023-10-13,Colombia,No
CLI-000433,Bogotá,Básico,Mes a mes,Débito automático,59,41.58,2354.51,1,1,4.4,2020-03-20,Colombia,No
CLI-000787,Bogotá,Básico,Mes a mes,Débito automático,3,30.45,87.95,1,0,3.6,2020-02-21,Colombia,Sí
CLI-001209,Bogotá,Básico,Mes a mes,Efectivo,21,69.5,1395.66,2,0,,2019-10-27,Colombia,Sí
CLI-000125,Bogotá,Premium,Un año,Débito automático,61,67.02,,1,1,10.0,2022-08-20,Colombia,No
CLI-000066,Bucaramanga,Estándar,Mes a mes,Efectivo,24,96.97,2259.31,1,1,6.2,2020-04-05,Colombia,No
CLI-002019,Bogotá,Premium,Un año,Débito automático,52,98.45,4614.32,0,1,5.3,2020-04-11,Colombia,No
CLI-001675,Bogotá,Básico,Un año,Efectivo,51,56.84,2729.93,3,0,6.6,2023-06-20,Colombia,No
CLI-002935,Medellín,Estándar,Mes a mes,Tarjeta,58,40.95,2241.74,1,0,9.6,2019-07-07,Colombia,No
CLI-002970,Bogotá,Premium,Mes a mes,Transferencia,46,32.65,1480.89,1,1,,2023-10-23,Colombia,No
CLI-001800,Cali,Estándar,Dos años,Tarjeta,38,61.56,2492.55,1,0,8.5,2019-05-11,Colombia,No
CLI-001898,Bogotá,Premium,Mes a mes,Tarjeta,63,56.89,3271.33,0,1,10.0,2022-06-12,Colombia,No
CLI-000781,Cali,Estándar,Dos años,Transferencia,63,100.73,6081.35,0,0,7.6,2023-10-01,Colombia,No
CLI-002849,Medellín,Estándar,Dos años,Débito automático,20,78.41,1706.09,2,0,2.7,2023-09-22,Colombia,No
CLI-000130,Bogotá,Premium,Dos años,Débito automático,46,58.61,2459.4,0,1,6.9,2021-08-12,Colombia,No
CLI-001237,Bogotá,Estándar,Mes a mes,Débito automático,1,82.38,90.36,0,1,10.0,2023-04-09,Colombia,No
CLI-002908,Bogotá,Básico,Mes a mes,Transferencia,68,65.52,4827.57,1,1,10.0,2019-05-01,Colombia,No
CLI-001430,Cali,Premium,Mes a mes,Efectivo,56,61.69,3531.69,3,0,8.4,2023-12-01,Colombia,No
CLI-002347,Medellín,Básico,Mes a mes,Tarjeta,24,49.21,1108.62,1,0,6.6,2021-07-24,Colombia,No
CLI-001395,Bogotá,Estándar,Mes a mes,Transferencia,16,49.45,836.04,1,0,4.8,2022-03-11,Colombia,No
CLI-002100,Cali,Premium,Dos años,Tarjeta,18,49.34,958.46,1,1,6.9,2022-08-20,Colombia,No
CLI-002997,Bogotá,Básico,Mes a mes,Débito automático,22,54.45,1266.41,3,0,7.3,2019-11-27,Colombia,Sí
CLI-001521,Medellín,Estándar,Un año,Transferencia,62,67.76,4230.14,0,1,8.5,2022-04-20,Colombia,No
CLI-002018,Medellín,Estándar,Un año,Tarjeta,52,64.43,3322.88,0,1,7.7,2022-07-06,Colombia,No
CLI-001651,Cali,Estándar,Un año,Efectivo,14,75.88,990.01,4,0,,2023-10-02,Colombia,No
CLI-001128,Cali,,Un año,Transferencia,46,105.25,4921.41,0,0,5.5,2022-07-01,Colombia,No
CLI-001365,Bucaramanga,Básico,Mes a mes,Tarjeta,40,70.23,2923.47,2,0,6.0,2022-06-21,Colombia,No
CLI-000238,Bogotá,Estándar,Un año,Tarjeta,31,129.37,4348.53,0,0,6.7,2019-05-25,Colombia,Sí
CLI-001806,Bogotá,Estándar,Mes a mes,Efectivo,4,79.88,337.33,1,0,6.6,2023-04-04,Colombia,Sí
CLI-002325,Cali,Estándar,Mes a mes,Débito automático,54,115.62,6654.35,1,0,3.7,2021-12-31,Colombia,Sí
CLI-001280,Bogotá,Básico,Mes a mes,Débito automático,62,104.8,6920.28,0,0,6.3,2023-06-18,Colombia,No
CLI-001973,Bogotá,Estándar,Mes a mes,Tarjeta,49,61.48,2808.46,3,0,5.7,2019-12-02,Colombia,Sí
CLI-000541,Bucaramanga,Estándar,Mes a mes,Tarjeta,51,58.7,3271.05,0,0,9.3,2022-11-11,Colombia,No
CLI-000899,Cali,Básico,Un año,Efectivo,5,100.23,515.51,2,0,9.4,2022-03-16,Colombia,No
CLI-001784,Medellín,Estándar,Un año,Tarjeta,68,76.46,5433.53,1,1,5.9,2022-01-15,Colombia,No
CLI-000523,Cali,Básico,Dos años,Tarjeta,14,70.78,930.78,1,1,5.8,2021-12-17,Colombia,No
CLI-000055,Barranquilla,Básico,Un año,Transferencia,36,27.94,1015.44,0,1,4.5,2021-08-10,Colombia,Sí
CLI-002638,Cali,Premium,Un año,Débito automático,53,90.44,5107.49,3,1,4.9,2020-08-09,Colombia,No
CLI-001704,Cali,Estándar,Mes a mes,Transferencia,15,86.92,1203.58,1,1,5.9,2022-05-07,Colombia,Sí
CLI-002800,Bogotá,Premium,Un año,Débito automático,29,60.76,1867.64,1,1,6.4,2020-06-23,Colombia,Sí
CLI-000383,Medellín,Premium,Mes a mes,Transferencia,68,91.97,5716.82,1,0,7.5,2023-11-28,Colombia,No
CLI-002388,Cali,Estándar,Un año,Débito automático,70,138.49,8799.28,2,1,3.5,2019-09-05,Colombia,Sí
CLI-001993,Cali,Premium,Un año,Débito automático,21,118.52,2439.14,1,0,10.0,2020-09-12,Colombia,No
CLI-002845,Medellín,Estándar,Mes a mes,Tarjeta,33,70.26,2100.76,2,1,6.8,2023-05-01,Colombia,No
CLI-002338,Bogotá,Premium,Un año,Transferencia,59,43.61,2737.81,0,1,9.2,2019-11-17,Colombia,No
CLI-001782,Barranquilla,Premium,Mes a mes,Efectivo,25,48.68,1317.97,4,1,6.0,2023-02-28,Colombia,No
CLI-000836,Barranquilla,Básico,Un año,Tarjeta,56,93.19,5581.91,4,1,9.9,2021-12-17,Colombia,No
CLI-002945,Bogotá,Básico,Un año,Débito automático,59,67.94,4053.22,1,0,6.5,2023-01-10,Colombia,No
CLI-000464,Bucaramanga,Básico,Un año,Transferencia,30,98.22,2693.24,0,1,7.4,2019-12-26,Colombia,No
CLI-001915,Medellín,Estándar,Mes a mes,Transferencia,24,69.79,1518.54,2,0,7.3,2020-09-25,Colombia,No
CLI-002749,Bogotá,Básico,Dos años,Transferencia,30,98.05,2863.39,2,0,5.1,2022-12-09,Colombia,Sí
CLI-001516,Medellín,Básico,Un año,Tarjeta,67,77.95,4821.42,3,1,6.9,2020-12-23,Colombia,No
CLI-001919,Barranquilla,Básico,Mes a mes,Débito automático,33,45.87,1469.71,0,1,6.6,2021-09-26,Colombia,No
CLI-001397,Bogotá,Estándar,Mes a mes,Débito automático,45,68.47,2851.27,0,0,10.0,2023-04-25,Colombia,No
CLI-002082,Bogotá,Premium,Un año,Tarjeta,7,78.8,514.49,2,1,10.0,2023-03-13,Colombia,No
CLI-001086,Barranquilla,Básico,Mes a mes,Transferencia,60,57.82,3434.23,0,1,8.0,2019-04-16,Colombia,No
CLI-001211,Bogotá,Estándar,Un año,Débito automático,45,87.28,3649.16,0,1,,2019-08-07,Colombia,No
CLI-000596,Bogotá,Estándar,Mes a mes,Transferencia,57,84.58,4386.23,1,0,5.8,2019-03-02,Colombia,No
CLI-001628,Medellín,Básico,Un año,Débito automático,42,47.37,,3,1,5.7,2022-04-09,Colombia,No
CLI-001722,Medellín,Básico,Mes a mes,Efectivo,53,32.55,1574.72,1,0,3.1,2021-12-17,Colombia,Sí
CLI-001204,Bogotá,Básico,Mes a mes,Tarjeta,55,34.28,1880.93,1,1,9.1,2020-10-10,Colombia,No
CLI-001762,Bogotá,Básico,Mes a mes,Efectivo,30,72.13,2344.26,2,1,6.3,2021-11-30,Colombia,No
CLI-002051,Bucaramanga,Básico,Mes a mes,Efectivo,13,82.77,1078.15,5,0,,2021-07-05,Colombia,Sí
CLI-000368,Barranquilla,Estándar,Un año,Débito automático,23,108.97,2548.77,0,0,7.0,2022-08-31,Colombia,No
CLI-002617,Cali,Básico,Un año,Débito automático,71,18.0,1173.14,0,1,6.3,2019-12-29,Colombia,No
CLI-001096,Cali,Básico,Un año,Transferencia,6,60.5,333.55,1,0,7.7,2021-10-07,Colombia,No
CLI-000098,Medellín,Básico,Un año,Tarjeta,49,89.29,4509.5,0,0,6.0,2019-03-13,Colombia,No
CLI-001760,Cali,Básico,Un año,Tarjeta,42,95.05,3891.1,4,0,8.4,2019-01-27,Colombia,No
CLI-002200,Bucaramanga,Estándar,Mes a mes,Transferencia,12,70.11,762.71,2,1,6.1,2019-06-29,Colombia,Sí
CLI-001445,Bucaramanga,Estándar,Mes a mes,Efectivo,10,59.78,543.3,1,0,6.1,2020-07-06,Colombia,Sí
CLI-000382,Bogotá,Estándar,Mes a mes,Transferencia,67,70.27,4241.19,1,1,8.5,2022-04-19,Colombia,No
CLI-002949,Medellín,Básico,Mes a mes,Tarjeta,38,68.61,2862.05,0,1,6.3,2019-12-23,Colombia,No
CLI-001807,Barranquilla,Básico,Mes a mes,Transferencia,1,18.0,19.63,1,1,6.1,2019-01-02,Colombia,No
CLI-000029,Medellín,Estándar,Un año,Efectivo,39,78.21,3224.15,1,1,7.6,2021-01-10,Colombia,No
CLI-000448,Barranquilla,Básico,Mes a mes,Efectivo,68,73.68,5142.55,0,0,8.7,2021-12-10,Colombia,No
CLI-002308,Cali,Premium,Dos años,Efectivo,11,81.15,,0,0,9.2,2023-12-03,Colombia,No
CLI-000821,Bogotá,Premium,Mes a mes,Transferencia,2,100.88,202.57,1,1,9.9,2023-06-08,Colombia,No
